x ft rt rb rv rl ht hv hb hl 
9.772372209558126688e-01 2.692031933046086234e-01 1.079436286990933525e-01 1.031163864953047599e-01 4.363550964289330397e-02 3.442015716129842584e-02 1.242584621023622067e-20 1.271336858311605542e-20 2.763881713185824207e-20 3.111953179965118740e-20
1.000000000000001998e+00 2.754737412082072234e-01 1.062352625970977293e-01 1.012563481128215537e-01 4.334510555416664496e-02 3.381645328378624776e-02 1.252535730841954787e-20 1.282960665679080141e-20 2.773124942211823800e-20 3.139608103347652233e-20
1.023292992280756319e+00 2.818903489357204584e-01 1.044707388063976505e-01 9.933950546802718107e-02 4.304202884871356077e-02 3.319571787967443705e-02 1.263069156732659073e-20 1.295279422872646781e-20 2.782871120043974311e-20 3.168826260259823349e-20
1.047128548050901609e+00 2.884564186574992695e-01 1.026494719549123219e-01 9.736575678335160355e-02 4.272579225898767014e-02 3.255808604882992618e-02 1.274224923506067619e-20 1.308342151321391691e-20 2.793150847253034845e-20 3.199705588594095398e-20
1.071519305237608632e+00 2.951754317906223335e-01 1.007710081805011093e-01 9.533518885484791594e-02 4.239589766427497020e-02 3.190376739021835023e-02 1.286046424992557690e-20 1.322202069667274205e-20 2.803996895704568071e-20 3.232350601111289344e-20
1.096478196143187311e+00 3.020509508447896119e-01 9.883504135966525439e-02 9.324809728345861970e-02 4.205183691284244268e-02 3.123305315174123784e-02 1.298580770797398787e-20 1.336917020400285212e-20 2.815444391388556790e-20 3.266872758659849710e-20
1.122018454301965784e+00 3.090866213112117289e-01 9.684143038990958297e-02 9.110500783212407971e-02 4.169309282540899220e-02 3.054632370421589763e-02 1.311879175212730463e-20 1.352549944757891952e-20 2.827531015279110206e-20 3.303390829833420190e-20
1.148153621496885268e+00 3.162861735954982656e-01 9.479021752304718496e-02 8.890669887174161568e-02 4.131914040242055941e-02 2.984405631270359641e-02 1.325997394092018501e-20 1.369169411303557744e-20 2.840297224250485053e-20 3.342031222779524626e-20
1.174897554939532185e+00 3.236534249955674847e-01 9.268164773334773565e-02 8.665422485816522136e-02 4.092944825970648570e-02 2.912683316934637154e-02 1.340996216359356759e-20 1.386850204004972722e-20 2.853786494328698278e-20 3.382928269897660336e-20
1.202264434617415612e+00 3.311922817256288676e-01 9.051618908857576862e-02 8.434894075816268266e-02 4.052348031930916306e-02 2.839534964151458132e-02 1.356942017824731920e-20 1.405673975959061097e-20 2.868045588844468998e-20 3.426224439722944334e-20
1.230268770812384282e+00 3.389067409873092740e-01 8.829455407336249395e-02 8.199252731422819462e-02 4.010069778458198730e-02 2.765042267725165842e-02 1.373907386124255594e-20 1.425729975089746069e-20 2.883124854378330437e-20 3.472070441984950820e-20
1.258925411794169946e+00 3.468008930890221775e-01 8.601772179271206797e-02 7.958701700599969675e-02 3.966056143102049403e-02 2.689299929667072694e-02 1.391971826919270699e-20 1.447115848075288093e-20 2.899078547757660815e-20 3.520625181163943671e-20
1.288249551693136929e+00 3.548789236147034121e-01 8.368696095848429661e-02 7.713482052947674694e-02 3.920253424669353087e-02 2.612416508297139492e-02 1.411222562987162643e-20 1.469938528295577101e-20 2.915965197784179253e-20 3.572055500235973392e-20
1.318256738556410124e+00 3.631451156430630656e-01 8.130385353313590580e-02 7.463875357390761800e-02 3.872608445855845599e-02 2.534515257003623970e-02 1.431755439533804906e-20 1.494315212509108996e-20 2.933848005844793038e-20 3.626535638976406161e-20
1.348962882591656642e+00 3.716038520185304117e-01 7.887031887255660512e-02 7.210206362986383566e-02 3.823068898329030213e-02 2.455734940511074965e-02 1.453675950960863017e-20 1.520374428958485770e-20 2.952795290097014325e-20 3.684246309322410406e-20
1.380384264602888100e+00 3.802596176750966395e-01 7.638863817326299599e-02 6.952845651040491515e-02 3.771583734349721190e-02 2.376230614477608735e-02 1.477100406426598053e-20 1.548257196205599290e-20 2.972880978528976687e-20 3.745373262916119274e-20
1.412537544622757713e+00 3.891170020142852848e-01 7.386147898828546166e-02 6.692212221018808971e-02 3.718103609223877976e-02 2.296174352035405125e-02 1.502157253822029627e-20 1.578118266555813793e-20 2.994185156882114978e-20 3.810105192025031911e-20
1.445439770745930996e+00 3.981807013385141869e-01 7.129191953062442855e-02 6.428775966481622972e-02 3.662581379051053215e-02 2.215755898506146723e-02 1.528988584186782036e-20 1.610127439501358543e-20 3.016794678200122901e-20 3.878630763568132906e-20
1.479108388168210997e+00 4.074555213411374943e-01 6.868347243306652250e-02 6.163059990469330063e-02 3.604972658369746952e-02 2.135183232981133911e-02 1.557751840996907573e-20 1.644470917849596656e-20 3.040803841638672076e-20 3.951134536193315569e-20
1.513561248436211759e+00 4.169463796544871648e-01 6.604010757840904355e-02 5.895642702440324207e-02 3.545236442377370373e-02 2.054683012767868910e-02 1.588621760969228732e-20 1.681352660182391967e-20 3.066315149144238546e-20 4.027791452061434620e-20
1.548816618912485010e+00 4.266583084572674878e-01 6.336627355485761892e-02 5.627159631047222443e-02 3.483335798408277589e-02 1.974500873908838564e-02 1.621792574704366549e-20 1.720995655301529511e-20 3.093440149691778441e-20 4.108759529133406664e-20
1.584893192461117373e+00 4.365964571426823038e-01 6.066691722776721557e-02 5.358304878804771160e-02 3.419238631264631678e-02 1.894901558106366901e-02 1.657480496081252975e-20 1.763643003527956701e-20 3.122300381962578264e-20 4.194170309332144596e-20
1.621810097358934000e+00 4.467660950487114535e-01 5.794750085143510893e-02 5.089832136140604035e-02 3.352918526790971826e-02 1.816168833498617297e-02 1.695926527936563019e-20 1.809558630812317422e-20 3.153028427639976947e-20 4.284116549384793328e-20
1.659586907437564873e+00 4.571726142519837444e-01 5.521401607396560912e-02 4.822555163558097518e-02 3.284355677734160373e-02 1.738605173895231906e-02 1.737399606822498401e-20 1.859027377253011515e-20 3.185769088889051328e-20 4.378636586303581909e-20
1.698243652461748576e+00 4.678215324267273600e-01 5.247299411523697471e-02 4.557347641852481368e-02 3.213537895406232137e-02 1.662531158383458163e-02 1.782200099366595159e-20 1.912354081919173638e-20 3.220680705037488315e-20 4.477694788362029861e-20
1.737800828749379800e+00 4.787184957703137234e-01 4.973151132394704882e-02 4.295142281722041239e-02 3.140461709932120676e-02 1.588284550767891240e-02 1.830663643600994612e-20 1.969861117884059868e-20 3.257936624937701700e-20 4.581157546677026709e-20
1.778279410038927422e+00 4.898692819969458490e-01 4.699718924620347599e-02 4.036929075984837384e-02 3.065133560876511648e-02 1.516219016240039075e-02 1.883165295423549117e-20 2.031883598876059717e-20 3.297726852880089280e-20 4.688764419025713932e-20
1.819700858609988092e+00 5.012798034010793602e-01 4.427818826720588546e-02 3.783752570284082406e-02 2.987571078760541468e-02 1.446702431148234359e-02 1.940123885205772819e-20 2.098761163224379313e-20 3.340259887108189438e-20 4.800094371366299832e-20
1.862087136662872178e+00 5.129561099921985390e-01 4.158319382176432072e-02 3.536708022054678435e-02 2.907804456349030384e-02 1.380114740939997024e-02 2.002006400479050246e-20 2.170824823467552336e-20 3.385764770749541345e-20 4.914527656491597466e-20
1.905460717963252115e+00 5.249043927026125766e-01 3.892139411180636083e-02 3.296936313117340700e-02 2.825877906560455774e-02 1.316845321496810939e-02 2.069332069522816522e-20 2.248376840470370119e-20 3.434493375002099948e-20 5.031204815834527981e-20
1.949844599758050467e+00 5.371309866699685021e-01 3.630244822333451166e-02 3.065617479141802271e-02 2.741851201367473054e-02 1.257289800423181704e-02 2.142675600548144873e-20 2.331660952013847337e-20 3.486722933227936284e-20 5.148985669664526903e-20
1.995262314968884843e+00 5.496423745962260021e-01 3.373644350587215457e-02 2.843962720040299832e-02 2.655801283057034057e-02 1.201846297672893617e-02 2.222668692308993133e-20 2.420819624549469898e-20 3.542758841493917491e-20 5.266412995695340322e-20
2.041737944669534954e+00 5.624451901848712687e-01 3.123384106934931626e-02 2.633204759878474827e-02 2.567823935646263225e-02 1.150911049505099620e-02 2.309998417270093665e-20 2.515834478413675890e-20 3.602937735017409848e-20 5.381687779493347068e-20
2.089296130854044975e+00 5.755462216581946899e-01 2.880540827243636970e-02 2.434586433974082059e-02 2.478035500045466105e-02 1.104873386506988533e-02 2.405400308624099297e-20 2.616446030919035511e-20 3.667630839390295521e-20 5.492665118297497762e-20
2.137962089502237983e+00 5.889524153564962283e-01 2.646213712907864377e-02 2.249347395438774586e-02 2.386574611668910648e-02 1.064110045661043578e-02 2.509642853769087739e-20 2.722050087933109232e-20 3.737247578130578761e-20 5.596881420113693388e-20
2.187761623949558754e+00 6.026708794211266262e-01 2.421514765368025165e-02 2.078708854525044766e-02 2.293603933572710765e-02 1.028978808556792884e-02 2.623498488174058352e-20 2.831571588471613641e-20 3.812239390799273070e-20 5.691623469275984965e-20
2.238721138568345648e+00 6.167088875633183198e-01 2.207557530792796097e-02 1.923856292855019579e-02 2.199311851815134028e-02 9.998114732344326461e-03 2.747693987551412785e-20 2.943323951501911537e-20 3.893103673925850118e-20 5.774047049985920000e-20
2.290867652767779372e+00 6.310738829208031309e-01 2.005444191205922599e-02 1.785920132048501516e-02 2.103914092574712957e-02 9.769061861746046807e-03 2.882830365899447586e-20 3.054874419383194964e-20 3.980387693557202366e-20 5.841346198375930120e-20
2.344228815319928660e+00 6.457734820042628776e-01 1.816250964920143943e-02 1.665954383554972551e-02 2.007655212641248910e-02 9.605191839563613845e-03 3.029259293886994531e-20 3.162953631270051222e-20 4.074692223735977361e-20 5.890963803122527678e-20
2.398832919019497467e+00 6.608154787357040094e-01 1.641011813203484618e-02 1.564913364689079697e-02 1.910809906264609656e-02 9.508560213743588035e-03 3.186900644410380703e-20 3.263467018585176982e-20 4.176674525963591572e-20 5.920821865436737012e-20
2.454708915685037240e+00 6.762078485808975525e-01 1.480700492491080801e-02 1.483626635923253681e-02 1.813684062099208197e-02 9.480623945222059132e-03 3.354986423433011959e-20 3.351676285757791373e-20 4.287050081603290896e-20 5.929538798736154875e-20
2.511886431509587236e+00 6.919587527780777236e-01 1.336211042931984352e-02 1.422772397135031383e-02 1.716615494281974880e-02 9.522147035619373673e-03 3.531724750605986736e-20 3.422604064533570513e-20 4.406592195948012545e-20 5.916596243004776088e-20
2.570395782768871040e+00 7.080765426651377537e-01 1.208336865240116319e-02 1.382849676178339419e-02 1.619974261746572053e-02 9.633105404718001613e-03 3.713901354719302520e-20 3.471657644026590043e-20 4.536128174140973456e-20 5.882422561885840781e-20
2.630267991895389734e+00 7.245697641076199735e-01 1.097748609091692314e-02 1.364149751830392651e-02 1.524162480030795581e-02 9.812593316151764153e-03 3.896484285573389263e-20 3.495371595176700859e-20 4.676530180060427355e-20 5.828374839790130718e-20
2.691534803926923569e+00 7.414471620298465071e-01 1.004971177749944787e-02 1.366727374264119742e-02 1.429613520492411909e-02 1.005873412809419297e-02 4.072373225091487496e-20 3.492073935239639712e-20 4.828698075433878772e-20 5.756621958465028605e-20
2.754228703338174711e+00 7.587176850515948701e-01 9.303602448356877025e-03 1.390372478347515726e-02 1.336790483552347669e-02 1.036859864618955990e-02 4.232517908288652852e-20 3.462252959784302689e-20 4.993530441010452157e-20 5.669951478737905069e-20
2.818382931264462155e+00 7.763904902327734003e-01 8.740787792788048613e-03 1.434583225960321326e-02 1.246183826008447591e-02 1.073813486315464485e-02 4.366657085469256267e-20 3.408485902518627974e-20 5.171878563304606312e-20 5.571536078413585395e-20
2.884031503126614382e+00 7.944749479286161709e-01 8.360741818500147526e-03 1.498541359663054483e-02 1.158308018432482010e-02 1.116211336262689507e-02 4.464799593217434102e-20 3.334955238538289662e-20 5.364476444677812619e-20 5.464697916986008607e-20
2.951209226666394514e+00 8.129806467579701046e-01 8.160567487963892030e-03 1.581090996589985809e-02 1.073697108162059537e-02 1.163409311704366803e-02 4.519227408851821748e-20 3.246728275578755804e-20 5.571838016639917593e-20 5.352702499338119978e-20
3.019951720402025419e+00 8.319173986873060755e-01 8.134802914778645200e-03 1.680722131904234876e-02 9.928990675740654789e-03 1.214641278693161068e-02 4.526378405570456363e-20 3.149027233302217759e-20 5.794111153223148739e-20 5.238601412399981389e-20
3.090295432513599838e+00 8.512952442331545022e-01 8.275258508372124525e-03 1.795560247297512887e-02 9.164688174812198398e-03 1.269021289106659310e-02 4.487801001427237138e-20 3.046662765904597154e-20 6.030877780098669907e-20 5.125130400316595648e-20
3.162277660168388849e+00 8.711244577857201188e-01 8.570895460240229857e-03 1.923363521642490123e-02 8.449598330702632817e-03 1.325549431533630529e-02 4.409722664629314466e-20 2.943700951786576236e-20 6.280892226550951626e-20 5.014659042124061283e-20
3.235936569296292475e+00 8.914155530564988883e-01 9.007756800964474009e-03 2.061529205793764807e-02 7.789142663437162613e-03 1.383121850762522587e-02 4.301461593679143147e-20 2.843345467050875505e-20 6.541759057219557191e-20 4.909182216411413570e-20
3.311311214825921390e+00 9.121792886527881894e-01 9.568962835212094231e-03 2.207110737470219242e-02 7.188515561256530323e-03 1.440545430554556611e-02 4.173418546445791896e-20 2.747972066951634363e-20 6.809571194873697105e-20 4.810341328992006625e-20
3.388441561392036228e+00 9.334266737820413606e-01 1.023478297804318246e-02 2.356847119112382219e-02 6.652555458923019478e-03 1.496557559816520840e-02 4.035385753759424295e-20 2.659246947822350718e-20 7.078563323134815025e-20 4.719463817163554352e-20
3.467368504525327300e+00 9.551689740890966229e-01 1.098279575317781358e-02 2.507205944141070036e-02 6.185601923765049470e-03 1.549851286571022821e-02 3.895542276649705255e-20 2.578275792903797219e-20 7.340884475964697128e-20 4.637611445927130630e-20
3.548133892335765704e+00 9.774177176293695757e-01 1.178814784523274026e-02 2.654441216918548146e-02 5.791340251386818336e-03 1.599106000930615792e-02 3.760118988876980222e-20 2.505750463088926959e-20 7.586646221479495817e-20 4.565630352170500793e-20
3.630780547701025096e+00 1.000184700981183061e+00 1.262392149074093722e-02 2.794666750890745927e-02 5.472636096448178777e-03 1.643023572177668840e-02 3.633517304827353259e-20 2.442077044972083487e-20 7.804428170779873809e-20 4.504198027720218963e-20
3.715352290971737137e+00 1.023481995500465924e+00 1.346161701621732473e-02 2.923945431367997241e-02 5.231363736293573145e-03 1.680369592222120956e-02 3.518647490358456477e-20 2.387480008308483937e-20 7.982371102486172824e-20 4.453864149278854252e-20
3.801893963205624338e+00 1.047321953721149335e+00 1.427175386652512236e-02 3.038393980996973581e-02 5.068232773801840951e-03 1.710019046887622726e-02 3.417320419990408462e-20 2.342083269470822172e-20 8.109817789315134076e-20 4.415083272890973274e-20
3.890451449942818662e+00 1.071717215904640419e+00 1.502458891889356385e-02 3.134302059555312686e-02 4.982619404168348726e-03 1.731005350033443246e-02 3.330604588864001162e-20 2.305971583617793651e-20 8.179194119524967655e-20 4.388237940336181369e-20
3.981071705534985572e+00 1.096680716741858408e+00 1.569094519357407125e-02 3.208263565878264473e-02 4.972409754626386236e-03 1.742571240693047488e-02 3.259116030782880476e-20 2.279236313144505236e-20 8.187586818573603955e-20 4.373650766626821225e-20
4.073802778041140549e+00 1.122225692211378467e+00 1.624313725795626870e-02 3.257316900473204019e-02 5.033864191701115792e-03 1.744219573633826181e-02 3.203239550330277262e-20 2.262009209929487128e-20 8.137455482795712579e-20 4.371583670842822557e-20
4.168693834703367962e+00 1.148365686597322188e+00 1.665597176595214751e-02 3.279089719421888344e-02 5.161512788668619171e-03 1.735761549962080985e-02 3.163292758432842744e-20 2.254486947796534341e-20 8.036202450525711910e-20 4.382221659562720736e-20
4.265795188015940376e+00 1.175114559670716430e+00 1.690779287369769193e-02 3.271942408495014110e-02 5.348093241044541910e-03 1.717359466257837100e-02 3.139647678523653650e-20 2.256947982578571936e-20 7.894777373639956121e-20 4.405637587775471075e-20
4.365158322401674340e+00 1.202486494038128351e+00 1.698153305142732772e-02 3.235103197526478791e-02 5.584543267011258562e-03 1.689560647417112996e-02 3.132823498831941701e-20 2.269761920402871022e-20 7.725837030974389524e-20 4.441733320118405281e-20
4.466835921509646035e+00 1.230496002661469301e+00 1.686572054715251151e-02 3.168786609682174710e-02 5.860059762924138722e-03 1.653318918918825556e-02 3.143561237834382571e-20 2.293389806998884595e-20 7.542031645442903305e-20 4.490152126687446967e-20
4.570881896148765833e+00 1.259157936552961932e+00 1.655538609646360973e-02 3.074285914492247418e-02 6.162236509184894524e-03 1.609999826840697104e-02 3.172887825010511596e-20 2.328371353392542990e-20 7.354788553790811276e-20 4.550157798946024244e-20
4.677351412871997738e+00 1.288487492649340593e+00 1.605280423556547376e-02 2.954029568477175086e-02 6.477290832516427455e-03 1.561365894197764420e-02 3.222173490255239533e-20 2.375291726124957383e-20 7.173691135398776160e-20 4.620479296012739530e-20
4.786300923226399995e+00 1.318500221869469913e+00 1.536799974977799341e-02 2.811591445404479708e-02 6.790387120238783498e-03 1.509538579521265030e-02 3.293181769775954618e-20 2.434715767879147736e-20 7.006354471852918478e-20 4.699127885671465363e-20
4.897788193684478486e+00 1.349212037359647898e+00 1.451894850331024098e-02 2.651645156369853568e-02 7.086061263169280040e-03 1.456934345898353543e-02 3.388104466020133006e-20 2.507071222480967686e-20 6.858622840767898562e-20 4.783209269567946409e-20
5.011872336272740647e+00 1.380639222930967192e+00 1.353140535579963263e-02 2.479854116924213453e-02 7.348744835169028489e-03 1.406173414474366085e-02 3.509562030411329890e-20 2.592455487931673405e-20 6.734925387993117434e-20 4.868777537930464088e-20
5.128613839913666261e+00 1.412798441693204232e+00 1.243830127644048739e-02 2.302691398004933984e-02 7.563381038342993808e-03 1.359961404674437692e-02 3.660528891604505192e-20 2.690335892102701504e-20 6.638674610584426431e-20 4.950807966257863418e-20
5.248074602497744046e+00 1.445706744889825535e+00 1.127866818146319380e-02 2.127186924353560715e-02 7.716116213430967638e-03 1.320946161114028988e-02 3.844106976252061421e-20 2.799120194768137823e-20 6.572642228370772757e-20 5.023389045966130289e-20
5.370317963702546216e+00 1.479381580938778695e+00 1.009607420649007679e-02 1.960604315200139419e-02 7.795041260625139475e-03 1.291554595052194637e-02 4.063012027348498154e-20 2.915609776667574028e-20 6.539283465186431475e-20 5.080225479338426350e-20
5.495408738576265328e+00 1.513840804683875385e+00 8.936584336431251802e-03 1.810055551807757124e-02 7.790947073857273052e-03 1.273817225774698594e-02 4.318556399681691427e-20 3.034439080365704606e-20 6.541001454588412076e-20 5.115473202861298363e-20
5.623413251903510712e+00 1.549102686861667522e+00 7.846301068851580657e-03 1.682068520608938009e-02 7.698047750330233238e-03 1.269191118806717485e-02 4.608842751435961269e-20 3.147766675416250447e-20 6.580351191506484860e-20 5.124787482156224192e-20
5.754399373371589910e+00 1.585185923788831941e+00 6.868585621492918729e-03 1.582129960448930978e-02 7.514615864602125668e-03 1.278394822226574037e-02 4.925958137151233012e-20 3.245662049832606737e-20 6.660180207182350564e-20 5.106306405610311458e-20
5.888436553555910891e+00 1.622109647275205235e+00 6.041109454441968667e-03 1.514233876623184011e-02 7.243466742870975292e-03 1.301271349683176017e-02 5.252499535315853276e-20 3.317629590092624459e-20 6.783692250898819412e-20 5.061222601231599583e-20
6.025595860743599097e+00 1.659893434767723441e+00 5.392934554928501857e-03 1.480472295572068941e-02 6.892224936482230918e-03 1.336696818066066862e-02 5.559193615160311374e-20 3.355244958754586999e-20 6.954399755285218203e-20 4.993705373653822110e-20
6.165950018614844375e+00 1.698557319730642723e+00 4.941863631789965294e-03 1.480710339349942777e-02 6.473307635720533700e-03 1.382552530405406314e-02 5.807363308393798582e-20 3.354975247854682352e-20 7.175897874360766722e-20 4.910192877540108438e-20
6.309573444801955588e+00 1.738121802267546867e+00 4.692331445189251021e-03 1.512389855024982507e-02 6.003568261776972420e-03 1.435776597018263712e-02 5.959777335854524618e-20 3.319651527911289909e-20 7.451344559708721889e-20 4.818323307800443937e-20
6.456542290346579449e+00 1.778607859990775530e+00 4.634118457287303948e-03 1.570504027251296356e-02 5.503560394538327578e-03 1.492507157903146149e-02 5.997093353960903776e-20 3.257653191901215939e-20 7.782470880431261362e-20 4.725863368255671164e-20
6.606934480075985050e+00 1.820036959144029298e+00 4.742150173665709949e-03 1.647778390665161768e-02 4.996408498836210112e-03 1.548322595361814255e-02 5.928389417220836856e-20 3.180350411815866457e-20 8.167899839383172311e-20 4.639900279779995321e-20
6.760829753919843199e+00 1.862431065984058165e+00 4.977593174289169677e-03 1.735080570309382661e-02 4.506307696304639142e-03 1.598574746582570247e-02 5.786482922561081409e-20 3.099306674894209248e-20 8.600603992419198341e-20 4.566388931187659530e-20
6.918309709189390588e+00 1.905812658427461503e+00 5.290367378033085551e-03 1.822061556478323657e-02 4.056718923040886736e-03 1.638799351052944858e-02 5.612824447544222088e-20 3.024425229905952914e-20 9.064668237234931557e-20 4.509999368113040915e-20
7.079457843841406195e+00 1.950204737968776358e+00 5.623062897450085452e-03 1.898005799762019635e-02 3.668375399184699813e-03 1.665174592126585085e-02 5.444248048879444862e-20 2.963299906108588743e-20 9.532405016046670907e-20 4.474139128554025061e-20
7.244359600749928241e+00 1.995630841876173012e+00 5.916083869920189635e-03 1.952837386910679512e-02 3.357266673134918274e-03 1.674984979498050572e-02 5.307710338222358239e-20 2.921402081286915670e-20 9.964292163220798941e-20 4.461017369866494165e-20
7.413102413009203140e+00 2.042115055671229751e+00 6.113652973337119038e-03 1.978197789461422912e-02 3.132810843193194715e-03 1.667035921036653240e-02 5.221243926997723190e-20 2.902615557870123083e-20 1.031507252958132276e-19 4.471640630909983122e-20
7.585775750291866792e+00 2.089682025899391782e+00 6.170119094501934874e-03 1.968481265367503716e-02 2.996455399969036922e-03 1.641956603307890422e-02 5.197297791218128586e-20 2.909770468811248722e-20 1.054715828579670446e-19 4.505661233451809582e-20
7.762471166286947444e+00 2.138356973197896860e+00 6.055844902244027217e-03 1.921692232614023721e-02 2.940952917964065154e-03 1.602327973655487750e-02 5.246105292930041761e-20 2.944980730430850337e-20 1.064621755506763943e-19 4.561037734828216197e-20
7.943282347242845987e+00 2.188165705668092098e+00 5.761845184702812754e-03 1.839980859387591733e-02 2.950530200269406347e-03 1.552581311122819448e-02 5.378282153947140850e-20 3.009661981367939921e-20 1.062892495004274725e-19 4.633532308522343861e-20
8.128305161641023346e+00 2.239134632559229399e+00 5.302337476390346291e-03 1.729724690807891638e-02 3.002101130062341180e-03 1.498633024861676863e-02 5.606485354175737063e-20 3.104101276846759187e-20 1.053723616302773587e-19 4.716194671594299022e-20
8.317637711026742764e+00 2.291290778271001471e+00 4.714486835507787459e-03 1.601060052550793561e-02 3.067561455007182438e-03 1.447253477115014245e-02 5.945757072560895091e-20 3.226417495180662739e-20 1.042420003393254077e-19 4.799180362094283424e-20
8.511380382023798319e+00 2.344661796682230737e+00 4.054897967821746371e-03 1.466829164289870126e-02 3.117051992342473408e-03 1.405210208291779277e-02 6.411127434778236907e-20 3.370812585006273884e-20 1.034111456390027704e-19 4.870445910743492652e-20
8.709635899560840500e+00 2.399275985813329015e+00 3.392830361824494736e-03 1.340994908282523712e-02 3.122898481165918127e-03 1.378274587960080094e-02 7.008794102287597290e-20 3.525419565131194987e-20 1.033143004568716668e-19 4.917807197266460124e-20
8.912509381337491376e+00 2.455162302830277810e+00 2.800655553370176489e-03 1.236676806893115092e-02 3.063755288856711591e-03 1.370228201794119159e-02 7.714264495498070329e-20 3.671100440373872650e-20 1.043067312297752855e-19 4.932225471940829788e-20
9.120108393559133830e+00 2.512350379398102351e+00 2.342673366020123476e-03 1.164064270804393911e-02 2.928330289572098760e-03 1.382041018778107713e-02 8.434677942907301016e-20 3.783867280783888177e-20 1.066913825196889149e-19 4.911101456484723009e-20
9.332543007969947624e+00 2.570870537391972022e+00 2.063952308052090755e-03 1.128545959402481313e-02 2.717990346397447174e-03 1.411405769707360300e-02 8.986168254219120852e-20 3.842950139528287799e-20 1.107427790318441577e-19 4.859744404852115892e-20
9.549925860214397488e+00 2.630753804974261367e+00 1.981226336907439007e-03 1.129432897582000744e-02 2.447582323551820548e-03 1.452790786845452493e-02 9.171858132090994193e-20 3.841440918106208897e-20 1.166999630727348160e-19 4.790025596240193600e-20
9.772372209558145784e+00 2.692031933046091563e+00 2.077926023225106205e-03 1.159624343630290613e-02 2.143985441293344910e-03 1.498109303605431146e-02 8.955902023125190006e-20 3.791104126492310746e-20 1.246890903642087088e-19 4.717018962313781951e-20
1.000000000000004086e+01 2.754737412082077785e+00 2.305031024879852872e-03 1.206452948982739831e-02 1.842247358751199519e-03 1.537996830147565080e-02 8.503270352147290224e-20 3.716799894733306430e-20 1.345133539107830161e-19 4.655449847994888431e-20
1.023292992280757829e+01 2.818903489357209136e+00 2.588552107683240837e-03 1.253747753062023178e-02 1.579624647088426637e-03 1.563550571250495874e-02 8.024092360234204171e-20 3.646022051383134327e-20 1.452654794779445579e-19 4.617250174348763283e-20
1.047128548050903873e+01 2.884564186574998246e+00 2.843141234093320667e-03 1.284889845005583904e-02 1.388380964425368382e-03 1.568239748723646715e-02 7.656409577161690304e-20 3.601566403558177062e-20 1.549476690581960088e-19 4.610342010441481694e-20
1.071519305237611341e+01 2.951754317906231329e+00 2.989781483841202729e-03 1.286351430020355423e-02 1.288681795896006940e-03 1.549578943150272878e-02 7.466286499802568193e-20 3.599519726616464944e-20 1.608298014596971650e-19 4.638018958419972565e-20
1.096478196143189621e+01 3.020509508447902558e+00 2.974058867126329851e-03 1.250973356308326782e-02 1.283219872684060372e-03 1.510110698569837491e-02 7.485996066316150423e-20 3.650062868614296765e-20 1.611717176329879033e-19 4.698237645946151395e-20
1.122018454301967516e+01 3.090866213112122729e+00 2.780598639907923102e-03 1.180130550897618563e-02 1.355164206802168553e-03 1.457307589217398530e-02 7.742036630795612276e-20 3.758022258876307129e-20 1.568351528296879356e-19 4.782596694554321917e-20
1.148153621496887666e+01 3.162861735954988873e+00 2.439297968184660041e-03 1.084033650433425394e-02 1.470543453644757113e-03 1.402198687982935191e-02 8.265934275854511914e-20 3.921055531152637569e-20 1.505568229033681343e-19 4.875673265316335339e-20
1.174897554939535027e+01 3.236534249955681730e+00 2.020306901303811024e-03 9.797577862129272508e-03 1.585240770471054057e-03 1.356838295057978018e-02 9.082715295674788278e-20 4.124440217739197260e-20 1.450079309941849587e-19 4.956502463785048510e-20
1.202264434617418054e+01 3.311922817256295115e+00 1.617304440901025505e-03 8.871513963189662719e-03 1.655522879510450563e-03 1.331108334690862989e-02 1.015145947591154543e-19 4.334365237731087605e-20 1.418965312812520656e-19 5.004177101135501410e-20
1.230268770812386236e+01 3.389067409873097958e+00 1.322060289889142107e-03 8.234507187084670957e-03 1.649740037258635864e-03 1.329677313116519981e-02 1.122790538947994670e-19 4.498892007124978024e-20 1.421450090450712288e-19 5.006869167708999476e-20
1.258925411794172611e+01 3.468008930890229102e+00 1.196679307194477727e-03 7.980195905677665499e-03 1.557931529697019349e-03 1.350097831266055225e-02 1.180145308208987409e-19 4.570014713631217278e-20 1.462733437413050834e-19 4.968859912617831213e-20
1.288249551693140127e+01 3.548789236147043447e+00 1.252084569335684162e-03 8.089144224524447147e-03 1.395995422747061017e-03 1.382891465114122372e-02 1.153738919624491364e-19 4.539134853956386770e-20 1.545245101354573586e-19 4.909591117097147809e-20
1.318256738556412877e+01 3.631451156430637983e+00 1.441009350053976514e-03 8.427333380512750174e-03 1.202139840199201518e-03 1.413988556274338275e-02 1.075451861023058128e-19 4.447124494858525903e-20 1.665182650968748176e-19 4.855303980009292265e-20
1.348962882591658818e+01 3.716038520185311000e+00 1.670351753029809339e-03 8.783640066926704307e-03 1.025514421505183994e-03 1.429123148610425727e-02 9.988963040077047697e-20 4.355992358898536481e-20 1.802886914486372914e-19 4.829526414178681859e-20
1.380384264602890809e+01 3.802596176750974166e+00 1.831537019451999525e-03 8.939298102661785358e-03 9.097537724035942254e-04 1.418938296650802330e-02 9.539300377187767940e-20 4.317900841473469487e-20 1.914156489426568381e-19 4.846828104334796596e-20
