x ft rt rb rv rl ht hv hb hl 
1.412537544622761310e+01 3.891170020142861841e+00 1.840192281502808086e-03 8.748342895913420805e-03 8.767182588372322101e-04 1.382963178796652037e-02 9.516840099597981418e-20 4.364771131747623068e-20 1.949886564985404633e-19 4.909463821785730535e-20
1.445439770745933927e+01 3.981807013385150196e+00 1.670760153673385299e-03 8.198920152314673193e-03 9.168163574407501605e-04 1.330632070818999098e-02 9.987742114288221773e-20 4.508645052032161069e-20 1.906769498055096707e-19 5.005072576119814788e-20
1.479108388168213217e+01 4.074555213411381160e+00 1.370744217467542801e-03 7.426791701022613518e-03 9.909646899068248055e-04 1.278338284506484387e-02 1.102671534957755934e-19 4.737222169955858570e-20 1.834046247390769639e-19 5.106419322958190946e-20
1.513561248436214868e+01 4.169463796544880196e+00 1.045057942248794241e-03 6.667204147130618812e-03 1.045286555759790056e-03 1.243053237500797714e-02 1.262857040299466236e-19 4.999798457033775932e-20 1.785754241486323699e-19 5.178387052387473833e-20
1.548816618912489140e+01 4.266583084572686424e+00 8.127889865089667990e-04 6.156710410356271666e-03 1.034087318887164011e-03 1.234785312958736232e-02 1.431975111346974847e-19 5.202954303642526714e-20 1.795398121532799884e-19 5.195694952842209256e-20
1.584893192461120570e+01 4.365964571426832030e+00 7.525411195154479028e-04 6.023182349254440661e-03 9.417195045198600671e-04 1.251279602872908299e-02 1.488192999366426926e-19 5.260310368019319737e-20 1.881388954211579231e-19 5.161336686201955677e-20
1.621810097358936531e+01 4.467660950487121418e+00 8.617106124087267182e-04 6.216503296036012503e-03 7.924363236650260826e-04 1.278044434896820694e-02 1.390732660913636941e-19 5.177871767080499882e-20 2.050959976457012012e-19 5.107006326439726295e-20
1.659586907437568115e+01 4.571726142519846547e+00 1.053051309878986781e-03 6.522430345896890191e-03 6.411764301668534472e-04 1.294700304595005312e-02 1.258054943041584605e-19 5.054982423525831969e-20 2.280082692839088589e-19 5.074050059382709261e-20
1.698243652461752973e+01 4.678215324267286590e+00 1.196264387930333307e-03 6.665699993897860470e-03 5.470139536441516589e-04 1.285371766974148511e-02 1.180349954672644361e-19 5.000362541728835670e-20 2.468540007771423747e-19 5.092429137752180083e-20
1.737800828749383442e+01 4.787184957703146004e+00 1.188111537707686044e-03 6.458728493250980376e-03 5.411886912241823397e-04 1.247949938717633940e-02 1.184392825985143046e-19 5.079849674424591816e-20 2.481789919271927476e-19 5.168217599160420912e-20
1.778279410038929953e+01 4.898692819969466150e+00 1.014031518709734977e-03 5.915750005766676201e-03 6.074073224421243453e-04 1.196499552150400401e-02 1.282031357172375141e-19 5.307860109956685910e-20 2.342606592178410222e-19 5.278166700597930739e-20
1.819700858609991911e+01 5.012798034010803150e+00 7.618968042050251353e-04 5.256748580490195298e-03 6.883552868796429577e-04 1.154047817442754691e-02 1.479027669636204213e-19 5.630743857780531751e-20 2.200559148896830114e-19 5.374368866421882854e-20
1.862087136662876929e+01 5.129561099921999379e+00 5.716666165607014452e-04 4.781151284816274709e-03 7.185039813060456471e-04 1.138667289796636319e-02 1.707469516738371429e-19 5.904160186828931596e-20 2.153896265000575400e-19 5.410544211435376794e-20
1.905460717963256201e+01 5.249043927026137091e+00 5.449937889636436751e-04 4.675265600671800123e-03 6.657119429376135529e-04 1.151050276946388902e-02 1.748753506732614200e-19 5.970644737630449150e-20 2.237670819632933307e-19 5.381362224581635126e-20
1.949844599758053576e+01 5.371309866699693458e+00 6.721802071990994358e-04 4.877561961317499438e-03 5.543280922010895189e-04 1.172619612724133328e-02 1.574640852870884923e-19 5.845517664817939980e-20 2.452200228100492028e-19 5.331639732766676303e-20
1.995262314968888973e+01 5.496423745962270679e+00 8.326753342611419376e-04 5.108911913909082794e-03 4.503588642177534448e-04 1.177459792179720750e-02 1.414772223962940974e-19 5.711631333253774501e-20 2.720570690981371876e-19 5.320670072412581113e-20
2.041737944669539928e+01 5.624451901848726010e+00 8.798682708059550389e-04 5.070089698506505087e-03 4.141541023493416408e-04 1.151361882895282455e-02 1.376307721575753769e-19 5.733456916649033607e-20 2.836993814204214713e-19 5.380633966166620041e-20
2.089296130854049238e+01 5.755462216581958224e+00 7.552250607328286989e-04 4.675272357985611055e-03 4.529723499209556002e-04 1.103974867778568375e-02 1.485546253541923367e-19 5.970640422848258745e-20 2.712710985992888066e-19 5.494899823515277910e-20
2.137962089502241270e+01 5.889524153564971165e+00 5.412493940154958433e-04 4.133688428722079485e-03 5.123987885091666611e-04 1.062700400700405945e-02 1.754792070441889490e-19 6.349733602512583033e-20 2.550558714301174059e-19 5.600592190386366255e-20
2.187761623949563017e+01 6.026708794211279141e+00 3.983341063703548781e-04 3.786232460531143654e-03 5.197601315912130484e-04 1.050484042122600513e-02 2.045505389491632752e-19 6.634691556804164123e-20 2.532432572172811059e-19 5.633063447804979978e-20
2.238721138568351421e+01 6.167088875633198519e+00 4.255845447570715478e-04 3.807894144079041702e-03 4.483320728151487296e-04 1.064912218034193281e-02 1.978934640796340246e-19 6.615793504858524038e-20 2.726713248916563761e-19 5.594772966250357896e-20
2.290867652767784080e+01 6.310738829208044187e+00 5.656464047815169512e-04 4.035734583890966849e-03 3.453398080958691458e-04 1.078630144547040697e-02 1.716531822894178907e-19 6.426330787529253445e-20 3.106819704778483408e-19 5.559082201546757027e-20
2.344228815319932480e+01 6.457734820042640322e+00 6.531413935075049962e-04 4.109086574076988713e-03 2.910207955911031045e-04 1.064254648010316828e-02 1.597426080005807065e-19 6.368713745101452736e-20 3.384366291615922743e-19 5.596501117917570070e-20
2.398832919019502086e+01 6.608154787357052307e+00 5.773512823047275908e-04 3.823987244098202634e-03 3.200873365946982265e-04 1.022239340407134905e-02 1.699042754136985727e-19 6.601857673829716415e-20 3.227045778151917592e-19 5.710354594462532095e-20
2.454708915685043635e+01 6.762078485808992845e+00 4.016872659709904759e-04 3.355777212007759764e-03 3.830517830499960766e-04 9.823270357973463637e-03 2.036949877933209395e-19 7.047382026970236046e-20 2.949922650212393223e-19 5.825206482854327612e-20
2.511886431509592299e+01 6.919587527780791447e+00 3.014043251168616174e-04 3.085028237894765161e-03 3.955840088019727538e-04 9.726764742421666401e-03 2.351525186774802343e-19 7.350126320764734407e-20 2.902819347484994956e-19 5.854033005581889037e-20
2.570395782768875037e+01 7.080765426651388417e+00 3.668990558626094721e-04 3.172411573765448762e-03 3.317035787136540705e-04 9.873458063266489157e-03 2.131331863496844836e-19 7.248190714731212427e-20 3.170036728829443841e-19 5.810382587977741229e-20
2.630267991895394886e+01 7.245697641076214168e+00 4.913668628727214330e-04 3.358138770290747949e-03 2.558742783787814083e-04 9.912026552279238831e-03 1.841710831823141864e-19 7.044903610871092534e-20 3.609325561316551745e-19 5.799067238060095835e-20
2.691534803926930408e+01 7.414471620298484389e+00 4.948513426458660356e-04 3.266342783124129550e-03 2.462936684599007896e-04 9.619260856999890461e-03 1.835215203213907075e-19 7.143211269276542202e-20 3.678855662575111831e-19 5.886654156234211208e-20
2.754228703338180040e+01 7.587176850515963800e+00 3.540373965861533202e-04 2.885373525977110928e-03 2.945561805360904888e-04 9.197982789762949862e-03 2.169700582376187144e-19 7.600170818943820761e-20 3.363994698949324826e-19 6.019952663848702946e-20
2.818382931264466507e+01 7.763904902327745106e+00 2.399986525658454647e-04 2.597529223675639105e-03 3.138226501686384421e-04 9.028545950290525757e-03 2.635238781007336136e-19 8.010214642732991327e-20 3.259096574781727861e-19 6.076177697392564230e-20
2.884031503126620422e+01 7.944749479286179472e+00 2.864337686188040202e-04 2.659117585714098654e-03 2.577746740481447218e-04 9.144603537352113606e-03 2.412194185507716286e-19 7.916908101234795591e-20 3.595996409699279422e-19 6.037497054894613417e-20
2.951209226666401975e+01 8.129806467579721030e+00 3.943270732742820217e-04 2.822314540860634303e-03 1.906088273759811108e-04 9.164732449821704277e-03 2.055872025613539003e-19 7.684607107854463375e-20 4.181844385506516061e-19 6.030863197698651350e-20
3.019951720402031370e+01 8.319173986873074966e+00 3.744457717071013759e-04 2.690924958776323012e-03 1.955276266855998169e-04 8.849828418161048010e-03 2.109744723537152435e-19 7.869979142714326335e-20 4.128908971189086317e-19 6.137223613177904947e-20
3.090295432513604723e+01 8.512952442331558345e+00 2.421359005174643472e-04 2.336927102158524623e-03 2.456912841581223011e-04 8.488134149473714266e-03 2.623582842963020338e-19 8.445041579395360852e-20 3.683362798886223814e-19 6.266618483043264886e-20
3.162277660168395599e+01 8.711244577857218729e+00 1.980086000663036725e-04 2.198123401111715634e-03 2.437748778013338051e-04 8.448704192944753513e-03 2.901231259589882421e-19 8.707597378171329143e-20 3.697812608476123006e-19 6.281224561407858657e-20
3.235936569296301002e+01 8.914155530565011532e+00 2.921839402866615253e-04 2.348777135718793652e-03 1.825813513415722557e-04 8.556727902963598073e-03 2.388340284697266462e-19 8.423711209813030881e-20 4.272786217561404668e-19 6.241450228440648698e-20
3.311311214825928317e+01 9.121792886527900990e+00 3.313109254525862797e-04 2.360417745838900693e-03 1.582493258969486780e-04 8.377861721515661789e-03 2.242882363779334599e-19 8.402914397145172910e-20 4.589532380583699146e-19 6.307725401944380061e-20
3.388441561392041024e+01 9.334266737820428261e+00 2.250936467783642048e-04 2.070549817330335444e-03 1.969463168014606695e-04 8.003362561265046568e-03 2.721089059281972951e-19 8.971840264799877742e-20 4.114010928424809411e-19 6.453616093700931036e-20
3.467368504525334316e+01 9.551689740890983771e+00 1.593916892870358884e-04 1.894946663261215048e-03 2.041731577342365456e-04 7.897742844163861339e-03 3.233639029607481566e-19 9.378337971943211792e-20 4.040545948213604025e-19 6.496626185711439358e-20
3.548133892335774675e+01 9.774177176293720848e+00 2.377726022805378336e-04 2.023823976927960084e-03 1.483728614461405715e-04 7.998049137141917744e-03 2.647545724611029530e-19 9.074819725691431554e-20 4.739823135501009837e-19 6.455759435505054908e-20
3.630780547701032646e+01 1.000184700981185060e+01 2.709288105160696574e-04 2.031064834107159604e-03 1.277625785734496624e-04 7.824556371217166253e-03 2.480257546302436342e-19 9.058629168514441782e-20 5.107842983301832133e-19 6.526938352656108244e-20
3.715352290971743088e+01 1.023481995500467612e+01 1.712133408562847414e-04 1.759008161437934040e-03 1.678077257581391749e-04 7.480901498923349553e-03 3.120007040087585268e-19 9.733979954649546654e-20 4.456905202711555742e-19 6.675171135079185134e-20
3.801893963205632332e+01 1.047321953721151466e+01 1.439246349057633528e-04 1.663623142376703451e-03 1.651123789717500866e-04 7.443903854727266373e-03 3.402959705060322291e-19 1.000914309703534698e-19 4.493135907189524328e-19 6.691739021024677580e-20
3.890451449942828788e+01 1.071717215904643261e+01 2.270601237565775883e-04 1.796782470741641654e-03 1.163329543843755486e-04 7.495738873912695735e-03 2.709280303579173658e-19 9.631116225022954321e-20 5.352885994084392676e-19 6.668561307852627630e-20
3.981071705534993299e+01 1.096680716741860628e+01 2.014660133254136606e-04 1.685711101883686711e-03 1.240483501447626059e-04 7.217634458638889569e-03 2.876229117369043579e-19 9.943351710299350875e-20 5.183747947295740574e-19 6.795820998376567768e-20
4.073802778041147121e+01 1.122225692211380377e+01 1.155274733551044694e-04 1.465017555829355297e-03 1.504694364256479793e-04 6.995201955824245643e-03 3.798234176223191768e-19 1.066603391526170067e-19 4.706685995049951031e-19 6.903021784923313649e-20
4.168693834703376666e+01 1.148365686597324498e+01 1.648605486582680867e-04 1.541050203611016040e-03 1.119807856757311886e-04 7.070576843861732519e-03 3.179552529577682413e-19 1.039958433621765872e-19 5.455915274747524032e-19 6.866128853030256016e-20
4.265795188015951567e+01 1.175114559670719494e+01 1.937955929927414147e-04 1.553604188890999075e-03 9.430877531448537520e-05 6.921252120012560786e-03 2.932597273275659358e-19 1.035748190036752758e-19 5.945156891497721419e-19 6.939801330828231752e-20
4.365158322401683222e+01 1.202486494038130793e+01 1.092817614398764961e-04 1.328550992758359200e-03 1.278644545426869852e-04 6.636122338800885291e-03 3.905265201223811898e-19 1.120044455900590243e-19 5.105807741575134715e-19 7.087322263406682658e-20
4.466835921509652962e+01 1.230496002661471344e+01 1.308599771699213291e-04 1.344503648775840273e-03 1.066458420900225291e-04 6.673343764047026151e-03 3.568789682800911164e-19 1.113379914253172100e-19 5.590715709237572790e-19 7.067529403974999480e-20
4.570881896148775070e+01 1.259157936552964507e+01 1.730188499419579493e-04 1.392005649447452175e-03 8.279483485425969194e-05 6.578753777513221893e-03 3.103685193295754915e-19 1.094218053385271833e-19 6.345089473116770097e-19 7.118156897586328119e-20
4.677351412872010172e+01 1.288487492649344013e+01 9.639926820308118683e-05 1.190627596118416223e-03 1.114693887935480827e-04 6.298903384766739097e-03 4.158028926357006117e-19 1.183140722655977936e-19 5.468416219073610972e-19 7.274562828786732683e-20
4.786300923226409765e+01 1.318500221869472533e+01 1.170681719365223770e-04 1.210791912394402776e-03 8.939518596646913275e-05 6.331020455331058151e-03 3.773157694973887511e-19 1.173247450409388235e-19 6.106358622636722266e-19 7.256087551976370243e-20
4.897788193684486657e+01 1.349212037359650118e+01 1.457513085903037087e-04 1.233108313029194266e-03 7.232880992193705576e-05 6.210812720496598598e-03 3.381568143273081793e-19 1.162582448217782550e-19 6.788654602775220399e-19 7.325970334715301569e-20
5.011872336272750772e+01 1.380639222930969900e+01 7.718922390461244361e-05 1.051588437692110422e-03 9.918943155597170563e-05 5.975831019989214302e-03 4.646715012835969370e-19 1.258929683537816873e-19 5.797045004348618884e-19 7.468617509511188085e-20
5.128613839913679584e+01 1.412798441693207963e+01 1.208654481896326397e-04 1.118267105335408193e-03 7.117007192289790600e-05 6.027165236970962077e-03 3.713413324317218085e-19 1.220819899772544561e-19 6.843695378144958065e-19 7.436743861577530573e-20
5.248074602497754881e+01 1.445706744889828599e+01 1.097811541965706034e-04 1.057951175866361738e-03 7.368653826061233650e-05 5.820756856784385473e-03 3.896372581380680621e-19 1.255138241973830946e-19 6.725820855558384212e-19 7.567451451151744392e-20
5.370317963702554920e+01 1.479381580938780871e+01 7.091785689877810233e-05 9.512463731515202010e-04 8.290663432948777614e-05 5.705838556879807427e-03 4.847820974029921578e-19 1.323664336575961186e-19 6.340809857925507637e-19 7.643277594877342088e-20
5.495408738576276164e+01 1.513840804683878538e+01 1.202629067911849004e-04 1.029267285874013206e-03 5.437911322134551616e-05 5.699474719898941187e-03 3.722704176138665694e-19 1.272507322446111319e-19 7.829306806744413304e-19 7.647543514543723183e-20
5.623413251903524923e+01 1.549102686861671430e+01 6.535941655832321745e-05 8.798991610891033870e-04 7.711324564549873895e-05 5.455304823316750075e-03 5.049754808878667663e-19 1.376283562607719458e-19 6.574683957574331620e-19 7.816815499464030953e-20
5.754399373371601456e+01 1.585185923788835183e+01 9.476975216532741828e-05 9.202385383399441093e-04 5.714260093007924636e-05 5.485821228562495419e-03 4.193624128393292060e-19 1.345780298953840317e-19 7.637643280819844904e-19 7.795043574780594783e-20
5.888436553555919772e+01 1.622109647275207678e+01 8.120280913978612423e-05 8.608588139893783324e-04 6.117940072220000205e-05 5.292693003354280619e-03 4.530423986779271333e-19 1.391420538508251516e-19 7.381366395953258171e-19 7.935988332719684549e-20
6.025595860743612064e+01 1.659893434767727172e+01 6.599656605514433647e-05 8.090344538913267925e-04 6.082807505773279620e-05 5.233952403054595824e-03 5.025319810353573417e-19 1.435293989808472131e-19 7.402652041914223534e-19 7.980396843789104100e-20
6.165950018614859829e+01 1.698557319730647208e+01 8.872768106982384872e-05 8.311948653450476230e-04 4.741514879136902929e-05 5.143308415552255881e-03 4.334058900964825778e-19 1.416031612439061871e-19 8.384570365123445743e-19 8.050411665120078140e-20
6.309573444801968378e+01 1.738121802267550464e+01 5.085892523302254861e-05 7.273109546167506661e-04 6.098102205522239221e-05 5.003344955389006470e-03 5.724542521988263503e-19 1.513785393324975988e-19 7.393362887803736059e-19 8.162236034208937781e-20
6.456542290346588686e+01 1.778607859990778195e+01 8.654920003321973909e-05 7.806132186896273762e-04 4.125285005816448796e-05 4.975727140068331167e-03 4.388264997502369237e-19 1.461189101136307411e-19 8.989020968720980481e-19 8.184856968087263802e-20
6.606934480075997840e+01 1.820036959144032807e+01 4.390693681412991499e-05 6.683589602573162354e-04 5.680539164245105682e-05 4.801997351813499897e-03 6.161093577354144017e-19 1.579135829321025414e-19 7.660279102157212617e-19 8.331600061906698305e-20
6.760829753919860252e+01 1.862431065984062784e+01 7.937669926539883344e-05 7.247039886572450912e-04 3.623920566623066512e-05 4.794771067907281116e-03 4.582240262630086184e-19 1.516505706965257619e-19 9.590694069167141182e-19 8.337876048715469270e-20
6.918309709189405510e+01 1.905812658427465678e+01 3.995613076641717324e-05 6.185915623836684297e-04 5.205888841244604888e-05 4.620324103750195373e-03 6.458514841466847970e-19 1.641430046119668118e-19 8.001878031029890038e-19 8.493821931832470278e-20
7.079457843841416320e+01 1.950204737968779156e+01 7.248036172062835515e-05 6.689615875581509307e-04 3.394889097761782340e-05 4.609015859971065873e-03 4.795282514685958355e-19 1.578424394768261105e-19 9.908925811731058137e-19 8.504235365977923053e-20
7.244359600749942274e+01 1.995630841876176831e+01 3.735759905398098978e-05 5.754981955326150811e-04 4.672938840245448511e-05 4.454050418247092538e-03 6.679360692823959558e-19 1.701775988794282876e-19 8.445868672298086483e-19 8.650910286906302482e-20
7.413102413009222857e+01 2.042115055671235169e+01 6.334642191217818138e-05 6.131034800024999206e-04 3.174432980402149473e-05 4.417666493132262236e-03 5.129361766312809423e-19 1.648760157831931836e-19 1.024722545253119669e-18 8.686461708523906259e-20
7.585775750291882957e+01 2.089682025899395867e+01 3.910001178332001508e-05 5.438313545543332038e-04 4.026058177922968109e-05 4.306529059949591211e-03 6.528838572419046721e-19 1.750621481160788441e-19 9.099119097133606091e-19 8.797832343870651134e-20
7.762471166286958635e+01 2.138356973197899435e+01 4.983808234170791453e-05 5.483642060065855662e-04 3.350830315341772505e-05 4.218289946673539972e-03 5.782873778574687829e-19 1.743371031787254469e-19 9.973857400818186328e-19 8.889373593764799368e-20
7.943282347242862329e+01 2.188165705668096450e+01 4.680551450283593478e-05 5.282656962274559888e-04 3.090731493514723652e-05 4.173721763339189629e-03 5.967272395080266587e-19 1.776225782950663080e-19 1.038505339706252144e-18 8.936709188318223998e-20
8.128305161641044663e+01 2.239134632559235527e+01 3.273610618664722302e-05 4.801319057013656456e-04 3.617744051927919262e-05 4.027673049880033107e-03 7.135277440591920696e-19 1.863134000921024951e-19 9.598877594583788926e-19 9.097294794957513752e-20
8.317637711026759462e+01 2.291290778271005735e+01 5.264541422320619281e-05 5.086177133569162344e-04 2.431148761627419986e-05 4.021605183332881139e-03 5.626574857760894093e-19 1.810208643605208888e-19 1.170937205660485068e-18 9.104155284962968304e-20
8.511380382023811819e+01 2.344661796682234467e+01 2.820997950481673742e-05 4.417369602219922242e-04 3.325427889612294930e-05 3.890279786073900375e-03 7.686400143464605590e-19 1.942417157949649609e-19 1.001187929976815673e-18 9.256545800976046305e-20
8.709635899560858263e+01 2.399275985813333989e+01 3.839422213450000861e-05 4.487284939466726439e-04 2.678641048543047454e-05 3.819131489888483427e-03 6.588574153051005796e-19 1.927225577784879661e-19 1.115532204986486648e-18 9.342370081568317730e-20
8.912509381337513048e+01 2.455162302830284204e+01 4.247963772327864205e-05 4.447865884028975522e-04 2.255625281917526508e-05 3.786739048480916234e-03 6.263743609220114791e-19 1.935746724393262564e-19 1.215642558175138101e-18 9.382243143045016919e-20
9.120108393559152660e+01 2.512350379398107592e+01 2.305611117224383926e-05 3.894147811158015253e-04 2.986557512589054191e-05 3.655065881787175272e-03 8.502200572170842592e-19 2.068798338510786711e-19 1.056462123913268725e-18 9.549744842577431339e-20
9.332543007969962900e+01 2.570870537391975574e+01 3.449686936474244327e-05 4.011080397523784273e-04 2.279954945269260636e-05 3.600598803346681271e-03 6.950795843934554819e-19 2.038420091713329070e-19 1.209139030381288927e-18 9.621704310219126526e-20
9.549925860214418094e+01 2.630753804974266785e+01 3.815192637804655328e-05 3.973780036659197161e-04 1.914136954328311184e-05 3.564891137394457510e-03 6.609462442880282804e-19 2.047964682976634549e-19 1.319632092484865452e-18 9.669772054091951342e-20
9.772372209558172074e+01 2.692031933046098757e+01 2.186779559644083215e-05 3.505529582031714450e-04 2.501231089011620245e-05 3.452796023659405328e-03 8.730153340347616310e-19 2.180457151176992907e-19 1.154416335509754910e-18 9.825483059720136565e-20
9.400000000000000000e+01 2.589453167357142149e+01 2.271380295615775167e-05 3.717730674024618057e-04 2.782800869862096430e-05 3.553739543379962323e-03 8.566027175357757058e-19 2.117314698692946747e-19 1.094456002373926420e-18 9.684931987500413693e-20
9.500000000000000000e+01 2.617000541477963438e+01 3.015171026873545167e-05 3.830023612442895985e-04 2.319788750954220841e-05 3.563787002281275113e-03 7.434784745101360826e-19 2.086044886301486253e-19 1.198712829727718018e-18 9.671269886035076139e-20
9.600000000000000000e+01 2.644547915598784016e+01 3.900107653003308532e-05 3.959856973445035505e-04 1.861631546571271856e-05 3.538841220526639519e-03 6.537114282153700710e-19 2.051561898958612184e-19 1.338112130507491231e-18 9.705297085989439055e-20
9.700000000000000000e+01 2.672095289719604239e+01 2.291735292680648366e-05 3.556938798437746306e-04 2.552214816150180909e-05 3.459394035550532754e-03 8.527900967358314695e-19 2.164642487330145279e-19 1.142827704110293990e-18 9.816108644083932430e-20
9.800000000000000000e+01 2.699642663840425172e+01 2.573772325891110968e-05 3.577815288910296001e-04 2.283968412127111697e-05 3.459735475064090737e-03 8.047098389838041970e-19 2.158317922119818191e-19 1.208076193179177906e-18 9.815624258777481373e-20
9.900000000000000000e+01 2.727190037961246105e+01 3.709539495222240554e-05 3.770041485764838093e-04 1.691063360402255973e-05 3.449223647007836156e-03 6.702925233024456899e-19 2.102574099134065541e-19 1.403975187827808955e-18 9.830569891740262401e-20
1.000000000000000000e+02 2.754737412082066683e+01 2.347174753269572336e-05 3.419559324202366309e-04 2.301625213592510555e-05 3.372101591599859990e-03 8.426586092485351681e-19 2.207696166688919425e-19 1.203433424124010006e-18 9.942350000789692720e-20
1.010000000000000000e+02 2.782284786202886906e+01 2.217878514767154187e-05 3.350009248783095833e-04 2.269511284525618902e-05 3.361316695312596171e-03 8.668730428526048166e-19 2.230495604719028052e-19 1.211917898190894005e-18 9.958287407245326749e-20
1.020000000000000000e+02 2.809832160323707839e+01 3.491856824085673287e-05 3.576800302152580071e-04 1.617214680618105614e-05 3.362251361295120252e-03 6.908697236031258489e-19 2.158624132774032144e-19 1.435673007284534272e-18 9.956903168170214063e-20
1.030000000000000000e+02 2.837379534444528772e+01 2.434453621991298442e-05 3.297051133050549155e-04 2.080066223259194555e-05 3.290936620635868601e-03 8.274154425467446686e-19 2.248337652211153083e-19 1.265904057021598077e-18 1.006420822134693726e-19
1.040000000000000000e+02 2.864926908565348995e+01 1.924239541763529375e-05 3.150974251309971602e-04 2.213314451951782272e-05 3.268622635001636450e-03 9.306680556188692420e-19 2.299862900788712913e-19 1.227206968690363506e-18 1.009850257887902657e-19
1.050000000000000000e+02 2.892474282686169929e+01 3.208900953713664835e-05 3.387792927023377805e-04 1.534856149535648618e-05 3.277530754442063363e-03 7.206862208429622684e-19 2.218022494531544423e-19 1.473687953186590890e-18 1.008476969846161944e-19
1.060000000000000000e+02 2.920021656806990862e+01 2.509963688186131017e-05 3.186895968551758896e-04 1.846137125021154359e-05 3.214888962912133656e-03 8.148743648296027715e-19 2.286864492648128014e-19 1.343715709935058515e-18 1.018254607254050767e-19
1.070000000000000000e+02 2.947569030927811085e+01 1.715833829267885042e-05 2.977116519561180891e-04 2.152950075660640790e-05 3.181769949340781858e-03 9.855683804317747659e-19 2.366063840809723342e-19 1.244292241117445202e-18 1.023540389278800182e-19
1.080000000000000000e+02 2.975116405048631663e+01 2.919042229097387723e-05 3.198956134355227009e-04 1.525090850299234197e-05 3.195066520827493425e-03 7.556212899850850279e-19 2.282549646297866659e-19 1.478398505533316646e-18 1.021408388772257255e-19
1.090000000000000000e+02 3.002663779169452596e+01 2.583549671542793657e-05 3.080872767689032802e-04 1.661898922843050951e-05 3.143091097408051877e-03 8.031856986860657838e-19 2.325881011384069650e-19 1.416240694986604394e-18 1.029818971896587675e-19
1.100000000000000000e+02 3.030211153290272819e+01 1.575459340982738858e-05 2.828897664615739860e-04 2.061584041273256120e-05 3.100668682472112678e-03 1.028539026513849588e-18 2.427256966525817988e-19 1.271565835639912956e-18 1.036839875493755188e-19
1.110000000000000000e+02 3.057758527411093752e+01 2.597191447333019947e-05 3.018028362609584251e-04 1.499363676070104539e-05 3.114828541436807322e-03 8.010735507883046645e-19 2.349972155402841658e-19 1.491028277538554958e-18 1.034480479206392649e-19
1.120000000000000000e+02 3.085305901531914685e+01 2.613206554031394260e-05 2.978959575783815040e-04 1.473349213249117947e-05 3.074637064913187529e-03 7.986150778870564707e-19 2.365331796067559838e-19 1.504133988066250041e-18 1.041219860781236047e-19
1.130000000000000000e+02 3.112853275652735263e+01 1.503525819576131823e-05 2.702914296628262914e-04 1.953986679016326975e-05 3.025158774466269341e-03 1.052855886375372489e-18 2.483180202412656742e-19 1.306106447458012846e-18 1.049700214492809475e-19
1.140000000000000000e+02 3.140400649773555841e+01 2.293817820518553543e-05 2.842810710296515050e-04 1.518763616085626810e-05 3.037069597243277283e-03 8.524028902244469636e-19 2.421310042661873936e-19 1.481474840545492810e-18 1.047639827773328224e-19
1.150000000000000000e+02 3.167948023894376419e+01 2.620033337441840616e-05 2.874432990570670527e-04 1.344843637741626840e-05 3.008854772772353095e-03 7.975739597934635097e-19 2.407954522627444868e-19 1.574357930913945807e-18 1.052540363610615079e-19
1.160000000000000000e+02 3.195495398015197352e+01 1.487845857864649559e-05 2.596565882028810239e-04 1.831623274916137351e-05 2.954928212124574311e-03 1.058389212433860462e-18 2.533522127069604149e-19 1.349029031285806541e-18 1.062101214389651775e-19
1.170000000000000000e+02 3.223042772136017931e+01 1.992800781996683488e-05 2.679817368025588331e-04 1.515215628959395443e-05 2.961964337386864630e-03 9.145183673187033541e-19 2.493858315274258953e-19 1.483208316687190117e-18 1.060838957374792233e-19
1.180000000000000000e+02 3.250590146256838153e+01 2.569246467953246646e-05 2.769533987583228866e-04 1.216607329439639043e-05 2.945074902406320892e-03 8.054182957192668361e-19 2.453132607478960596e-19 1.655252141288158494e-18 1.063876461851202764e-19
1.190000000000000000e+02 3.278137520377659797e+01 1.512724516003971410e-05 2.506818765052564444e-04 1.691573483950690131e-05 2.889560069715970195e-03 1.049649859866337260e-18 2.578474889067253306e-19 1.403763475237315391e-18 1.074047550591532997e-19
1.200000000000000000e+02 3.305684894498480020e+01 1.731871914850462442e-05 2.527714293551192168e-04 1.531472552193614825e-05 2.889843003243636708e-03 9.809943138259480729e-19 2.567795199892785518e-19 1.475315019725910049e-18 1.073994971350995282e-19
1.210000000000000000e+02 3.333232268619300243e+01 2.490164140163925015e-05 2.659563733642502422e-04 1.148105172224714903e-05 2.882904061048548097e-03 8.181075251811864899e-19 2.503336165994902589e-19 1.703917392401411480e-18 1.075286708764760852e-19
1.220000000000000000e+02 3.360779642740121176e+01 1.571467938645648813e-05 2.429198667652790130e-04 1.555153525373533045e-05 2.828566113636262532e-03 1.029844401407995105e-18 2.619345926141506436e-19 1.464039310645220687e-18 1.085565932030712119e-19
1.230000000000000000e+02 3.388327016860942109e+01 1.499978036230927340e-05 2.390904138987731816e-04 1.521304613845182870e-05 2.820918740910163900e-03 1.054100270756020023e-18 2.640239309957979885e-19 1.480237087949174479e-18 1.087036394189025999e-19
1.240000000000000000e+02 3.415874390981762332e+01 2.357453249420270484e-05 2.548448774433450343e-04 1.079629260400702289e-05 2.821971245915616371e-03 8.408196067809889547e-19 2.557327922813477428e-19 1.757122538436664308e-18 1.086833660382511797e-19
